GeneID	Chromosome	Start	End
gene-AUO97_RS14540	NZ_CP018664.1	3062940	3063578
gene-AUO97_RS14545	NZ_CP018664.1	3064184	3066145
gene-AUO97_RS14550	NZ_CP018664.1	3066120	3067052
gene-AUO97_RS14555	NZ_CP018664.1	3067293	3068234
gene-AUO97_RS14560	NZ_CP018664.1	3068253	3068762
gene-AUO97_RS14565	NZ_CP018664.1	3069001	3069738
gene-AUO97_RS14570	NZ_CP018664.1	3069864	3070784
gene-AUO97_RS14575	NZ_CP018664.1	3070822	3071682
gene-AUO97_RS14580	NZ_CP018664.1	3071716	3072342
gene-AUO97_RS14585	NZ_CP018664.1	3072462	3073367
gene-AUO97_RS14590	NZ_CP018664.1	3073478	3073909
gene-AUO97_RS14595	NZ_CP018664.1	3073923	3074612
gene-AUO97_RS14600	NZ_CP018664.1	3074620	3076110
gene-AUO97_RS14605	NZ_CP018664.1	3076226	3076861
gene-AUO97_RS14610	NZ_CP018664.1	3076904	3077497
gene-AUO97_RS14615	NZ_CP018664.1	3077506	3078693
gene-AUO97_RS14620	NZ_CP018664.1	3078703	3079377
gene-AUO97_RS14625	NZ_CP018664.1	3079563	3080477
gene-AUO97_RS14630	NZ_CP018664.1	3080587	3082266
gene-AUO97_RS14635	NZ_CP018664.1	3082266	3083150
gene-AUO97_RS14640	NZ_CP018664.1	3083153	3083452
gene-AUO97_RS14645	NZ_CP018664.1	3083445	3084296
gene-AUO97_RS14650	NZ_CP018664.1	3084293	3085120
gene-AUO97_RS14655	NZ_CP018664.1	3085111	3085719
gene-AUO97_RS14660	NZ_CP018664.1	3085732	3086670
gene-AUO97_RS14665	NZ_CP018664.1	3086719	3087135
gene-AUO97_RS14670	NZ_CP018664.1	3087128	3087892
gene-AUO97_RS14675	NZ_CP018664.1	3087942	3088859
gene-AUO97_RS14680	NZ_CP018664.1	3088957	3090375
gene-AUO97_RS19495	NZ_CP018664.1	3090474	3090608
gene-AUO97_RS14685	NZ_CP018664.1	3090622	3091626
gene-AUO97_RS14690	NZ_CP018664.1	3091619	3093064
gene-AUO97_RS14700	NZ_CP018664.1	3093718	3094536
gene-AUO97_RS14705	NZ_CP018664.1	3094655	3095950
gene-AUO97_RS14710	NZ_CP018664.1	3096127	3097518
gene-AUO97_RS14715	NZ_CP018664.1	3097714	3099180
gene-AUO97_RS14720	NZ_CP018664.1	3099242	3100426
gene-AUO97_RS14725	NZ_CP018664.1	3100869	3101909
gene-AUO97_RS14730	NZ_CP018664.1	3101919	3102713
gene-AUO97_RS14735	NZ_CP018664.1	3102710	3103579
gene-AUO97_RS14740	NZ_CP018664.1	3103588	3104469
gene-AUO97_RS14745	NZ_CP018664.1	3104540	3105274
gene-AUO97_RS14750	NZ_CP018664.1	3105271	3106740
gene-AUO97_RS14755	NZ_CP018664.1	3107136	3107885
gene-AUO97_RS14760	NZ_CP018664.1	3107924	3108814
gene-AUO97_RS14765	NZ_CP018664.1	3109010	3109696
gene-AUO97_RS14770	NZ_CP018664.1	3110027	3111901
gene-AUO97_RS14775	NZ_CP018664.1	3111959	3112120
gene-AUO97_RS14780	NZ_CP018664.1	3112189	3112617
gene-AUO97_RS14785	NZ_CP018664.1	3112702	3113031
gene-AUO97_RS14790	NZ_CP018664.1	3113136	3114170
gene-AUO97_RS14795	NZ_CP018664.1	3114262	3115164
gene-AUO97_RS14800	NZ_CP018664.1	3115266	3115826
gene-AUO97_RS14805	NZ_CP018664.1	3115826	3116347
gene-AUO97_RS14810	NZ_CP018664.1	3116525	3118090
gene-AUO97_RS14815	NZ_CP018664.1	3118144	3120150
gene-AUO97_RS14820	NZ_CP018664.1	3120267	3121208
gene-AUO97_RS14825	NZ_CP018664.1	3121312	3122127
gene-AUO97_RS14830	NZ_CP018664.1	3122120	3122959
gene-AUO97_RS14835	NZ_CP018664.1	3122974	3126537
gene-AUO97_RS14840	NZ_CP018664.1	3126752	3127819
gene-AUO97_RS14845	NZ_CP018664.1	3128504	3129811
gene-AUO97_RS14850	NZ_CP018664.1	3130277	3131707
gene-AUO97_RS14855	NZ_CP018664.1	3131948	3132367
gene-AUO97_RS14860	NZ_CP018664.1	3132364	3132849
gene-AUO97_RS14865	NZ_CP018664.1	3132849	3133694
gene-AUO97_RS14870	NZ_CP018664.1	3133759	3134391
gene-AUO97_RS14875	NZ_CP018664.1	3134452	3135621
gene-AUO97_RS14880	NZ_CP018664.1	3135647	3138310
gene-AUO97_RS14885	NZ_CP018664.1	3138338	3139555
gene-AUO97_RS14890	NZ_CP018664.1	3139658	3140047
gene-AUO97_RS14895	NZ_CP018664.1	3140176	3140517
gene-AUO97_RS14900	NZ_CP018664.1	3140519	3141241
gene-AUO97_RS14905	NZ_CP018664.1	3141361	3141831
gene-AUO97_RS14910	NZ_CP018664.1	3141904	3142239
gene-AUO97_RS14915	NZ_CP018664.1	3142412	3143104
gene-AUO97_RS14920	NZ_CP018664.1	3143212	3143733
gene-AUO97_RS14925	NZ_CP018664.1	3143779	3144870
gene-AUO97_RS14930	NZ_CP018664.1	3144964	3145623
gene-AUO97_RS14935	NZ_CP018664.1	3145604	3146680
gene-AUO97_RS14940	NZ_CP018664.1	3146686	3147519
gene-AUO97_RS14945	NZ_CP018664.1	3147533	3148363
gene-AUO97_RS14950	NZ_CP018664.1	3148378	3149790
gene-AUO97_RS14955	NZ_CP018664.1	3149790	3151013
gene-AUO97_RS14960	NZ_CP018664.1	3151026	3152261
gene-AUO97_RS14965	NZ_CP018664.1	3152607	3153371
gene-AUO97_RS14970	NZ_CP018664.1	3153908	3154801
gene-AUO97_RS14975	NZ_CP018664.1	3154896	3155738
gene-AUO97_RS14980	NZ_CP018664.1	3155741	3156418
gene-AUO97_RS14985	NZ_CP018664.1	3156432	3157175
gene-AUO97_RS14990	NZ_CP018664.1	3157226	3158542
gene-AUO97_RS14995	NZ_CP018664.1	3158888	3159358
gene-AUO97_RS15000	NZ_CP018664.1	3159389	3160138
gene-AUO97_RS15005	NZ_CP018664.1	3160301	3160846
gene-AUO97_RS15010	NZ_CP018664.1	3161032	3161592
gene-AUO97_RS15015	NZ_CP018664.1	3161868	3162731
gene-AUO97_RS15020	NZ_CP018664.1	3162929	3163005
gene-AUO97_RS15025	NZ_CP018664.1	3163163	3164395
gene-AUO97_RS15030	NZ_CP018664.1	3164975	3165874
gene-AUO97_RS15035	NZ_CP018664.1	3165964	3166401
gene-AUO97_RS15040	NZ_CP018664.1	3166459	3167874
gene-AUO97_RS15045	NZ_CP018664.1	3168127	3168591
gene-AUO97_RS15050	NZ_CP018664.1	3168704	3169633
gene-AUO97_RS15055	NZ_CP018664.1	3169728	3170579
gene-AUO97_RS15060	NZ_CP018664.1	3170619	3170798
gene-AUO97_RS15070	NZ_CP018664.1	3171375	3172394
gene-AUO97_RS15075	NZ_CP018664.1	3172391	3174928
gene-AUO97_RS15080	NZ_CP018664.1	3174980	3175720
gene-AUO97_RS15085	NZ_CP018664.1	3175791	3176327
gene-AUO97_RS15090	NZ_CP018664.1	3176773	3177123
gene-AUO97_RS15095	NZ_CP018664.1	3177187	3177399
gene-AUO97_RS15100	NZ_CP018664.1	3177445	3178434
gene-AUO97_RS15105	NZ_CP018664.1	3178534	3179622
gene-AUO97_RS15110	NZ_CP018664.1	3179651	3181111
gene-AUO97_RS15115	NZ_CP018664.1	3181116	3181661
gene-AUO97_RS15120	NZ_CP018664.1	3181891	3182484
gene-AUO97_RS15125	NZ_CP018664.1	3182481	3183026
gene-AUO97_RS15130	NZ_CP018664.1	3183098	3183922
gene-AUO97_RS15135	NZ_CP018664.1	3184321	3184881
gene-AUO97_RS15140	NZ_CP018664.1	3184944	3185129
gene-AUO97_RS19665	NZ_CP018664.1	3185388	3185636
gene-AUO97_RS15150	NZ_CP018664.1	3185760	3186926
gene-AUO97_RS15155	NZ_CP018664.1	3187451	3189439
gene-AUO97_RS15160	NZ_CP018664.1	3189494	3189901
gene-AUO97_RS15165	NZ_CP018664.1	3190117	3190707
gene-AUO97_RS15170	NZ_CP018664.1	3190753	3191343
gene-AUO97_RS15175	NZ_CP018664.1	3191530	3192276
gene-AUO97_RS15180	NZ_CP018664.1	3192312	3192542
gene-AUO97_RS15185	NZ_CP018664.1	3192791	3193876
gene-AUO97_RS15190	NZ_CP018664.1	3193980	3194453
gene-AUO97_RS15195	NZ_CP018664.1	3194559	3198311
gene-AUO97_RS15200	NZ_CP018664.1	3198436	3198924
gene-AUO97_RS15205	NZ_CP018664.1	3198958	3200448
gene-AUO97_RS15210	NZ_CP018664.1	3200855	3201562
gene-AUO97_RS15215	NZ_CP018664.1	3201656	3202030
gene-AUO97_RS15220	NZ_CP018664.1	3202069	3203094
gene-AUO97_RS15225	NZ_CP018664.1	3203203	3203643
gene-AUO97_RS15230	NZ_CP018664.1	3203643	3205490
gene-AUO97_RS15235	NZ_CP018664.1	3205865	3206401
gene-AUO97_RS15240	NZ_CP018664.1	3206405	3207085
gene-AUO97_RS15245	NZ_CP018664.1	3207091	3208293
gene-AUO97_RS15250	NZ_CP018664.1	3208716	3209024
gene-AUO97_RS15255	NZ_CP018664.1	3209499	3210065
gene-AUO97_RS15260	NZ_CP018664.1	3210403	3211566
gene-AUO97_RS15265	NZ_CP018664.1	3211597	3212190
gene-AUO97_RS15270	NZ_CP018664.1	3212190	3212573
gene-AUO97_RS15275	NZ_CP018664.1	3212712	3213899
gene-AUO97_RS15280	NZ_CP018664.1	3214024	3214266
gene-AUO97_RS15285	NZ_CP018664.1	3214388	3215425
gene-AUO97_RS15290	NZ_CP018664.1	3215544	3216854
gene-AUO97_RS15295	NZ_CP018664.1	3216854	3219292
gene-AUO97_RS15300	NZ_CP018664.1	3219413	3220426
gene-AUO97_RS15305	NZ_CP018664.1	3220426	3221115
gene-AUO97_RS15310	NZ_CP018664.1	3221203	3221835
gene-AUO97_RS15315	NZ_CP018664.1	3221857	3222639
gene-AUO97_RS15320	NZ_CP018664.1	3222636	3223523
gene-AUO97_RS15325	NZ_CP018664.1	3223573	3224208
gene-AUO97_RS15330	NZ_CP018664.1	3224224	3224652
gene-AUO97_RS15335	NZ_CP018664.1	3224649	3226376
gene-AUO97_RS15340	NZ_CP018664.1	3226379	3227389
gene-AUO97_RS15345	NZ_CP018664.1	3227399	3228160
gene-AUO97_RS15350	NZ_CP018664.1	3228172	3229152
gene-AUO97_RS15355	NZ_CP018664.1	3229164	3229505
gene-AUO97_RS15360	NZ_CP018664.1	3229523	3230296
gene-AUO97_RS15365	NZ_CP018664.1	3230334	3230942
gene-AUO97_RS15370	NZ_CP018664.1	3230952	3231506
gene-AUO97_RS15375	NZ_CP018664.1	3231496	3231876
gene-AUO97_RS15380	NZ_CP018664.1	3231876	3232577
gene-AUO97_RS15385	NZ_CP018664.1	3232577	3233536
gene-AUO97_RS15390	NZ_CP018664.1	3233766	3234362
gene-AUO97_RS15395	NZ_CP018664.1	3234413	3235126
gene-AUO97_RS15400	NZ_CP018664.1	3235123	3236247
gene-AUO97_RS15405	NZ_CP018664.1	3236254	3236757
gene-AUO97_RS15410	NZ_CP018664.1	3236827	3237270
gene-AUO97_RS15415	NZ_CP018664.1	3237278	3237964
gene-AUO97_RS15420	NZ_CP018664.1	3238069	3239742
gene-AUO97_RS15425	NZ_CP018664.1	3239899	3240201
gene-AUO97_RS15430	NZ_CP018664.1	3240226	3240591
gene-AUO97_RS15435	NZ_CP018664.1	3240757	3241455
gene-AUO97_RS15440	NZ_CP018664.1	3241452	3242363
gene-AUO97_RS15445	NZ_CP018664.1	3242413	3243960
gene-AUO97_RS15450	NZ_CP018664.1	3244082	3245101
gene-AUO97_RS15455	NZ_CP018664.1	3245185	3246327
gene-AUO97_RS15460	NZ_CP018664.1	3246504	3247463
gene-AUO97_RS15465	NZ_CP018664.1	3247429	3247680
gene-AUO97_RS15470	NZ_CP018664.1	3247673	3247942
gene-AUO97_RS15475	NZ_CP018664.1	3247939	3248421
gene-AUO97_RS15480	NZ_CP018664.1	3248425	3248955
gene-AUO97_RS15485	NZ_CP018664.1	3248967	3249230
gene-AUO97_RS19670	NZ_CP018664.1	3249453	3249866
gene-AUO97_RS15500	NZ_CP018664.1	3250088	3250360
gene-AUO97_RS15505	NZ_CP018664.1	3250353	3250790
gene-AUO97_RS15510	NZ_CP018664.1	3251045	3251710
gene-AUO97_RS15520	NZ_CP018664.1	3252082	3252378
gene-AUO97_RS15525	NZ_CP018664.1	3252378	3253262
gene-AUO97_RS15530	NZ_CP018664.1	3253262	3254593
gene-AUO97_RS15535	NZ_CP018664.1	3254590	3254868
gene-AUO97_RS15540	NZ_CP018664.1	3254865	3255467
gene-AUO97_RS19590	NZ_CP018664.1	3255464	3255634
gene-AUO97_RS15545	NZ_CP018664.1	3255634	3256131
gene-AUO97_RS15550	NZ_CP018664.1	3256222	3256938
gene-AUO97_RS15555	NZ_CP018664.1	3256964	3257326
gene-AUO97_RS19595	NZ_CP018664.1	3257344	3257514
gene-AUO97_RS15565	NZ_CP018664.1	3257839	3258267
gene-AUO97_RS15570	NZ_CP018664.1	3258351	3258749
gene-AUO97_RS15575	NZ_CP018664.1	3258765	3259295
gene-AUO97_RS15580	NZ_CP018664.1	3259285	3259467
gene-AUO97_RS15585	NZ_CP018664.1	3259460	3259723
gene-AUO97_RS15590	NZ_CP018664.1	3259701	3259991
gene-AUO97_RS15600	NZ_CP018664.1	3260342	3260824
gene-AUO97_RS15605	NZ_CP018664.1	3260834	3261028
gene-AUO97_RS15610	NZ_CP018664.1	3261151	3262851
gene-AUO97_RS15615	NZ_CP018664.1	3262848	3264074
gene-AUO97_RS15620	NZ_CP018664.1	3264067	3264729
gene-AUO97_RS15625	NZ_CP018664.1	3264722	3265894
gene-AUO97_RS19600	NZ_CP018664.1	3265942	3266118
gene-AUO97_RS15630	NZ_CP018664.1	3266115	3266402
gene-AUO97_RS15635	NZ_CP018664.1	3266404	3266760
gene-AUO97_RS15640	NZ_CP018664.1	3266764	3267249
gene-AUO97_RS15645	NZ_CP018664.1	3267249	3267623
gene-AUO97_RS15650	NZ_CP018664.1	3267693	3268172
gene-AUO97_RS15655	NZ_CP018664.1	3268172	3268588
gene-AUO97_RS15665	NZ_CP018664.1	3268878	3269261
gene-AUO97_RS15670	NZ_CP018664.1	3269321	3272908
gene-AUO97_RS15675	NZ_CP018664.1	3272916	3273398
gene-AUO97_RS15680	NZ_CP018664.1	3273391	3273897
gene-AUO97_RS15690	NZ_CP018664.1	3274211	3277069
gene-AUO97_RS15695	NZ_CP018664.1	3277130	3278986
gene-AUO97_RS15700	NZ_CP018664.1	3278989	3279768
gene-AUO97_RS15705	NZ_CP018664.1	3279821	3280060
gene-AUO97_RS15710	NZ_CP018664.1	3280044	3280592
gene-AUO97_RS15715	NZ_CP018664.1	3280589	3280951
gene-AUO97_RS15720	NZ_CP018664.1	3281187	3281384
gene-AUO97_RS15725	NZ_CP018664.1	3281846	3284011
gene-AUO97_RS15730	NZ_CP018664.1	3284114	3284563
gene-AUO97_RS15735	NZ_CP018664.1	3284630	3285043
gene-AUO97_RS15740	NZ_CP018664.1	3285063	3285485
gene-AUO97_RS15745	NZ_CP018664.1	3285501	3286382
gene-AUO97_RS15750	NZ_CP018664.1	3286423	3287139
gene-AUO97_RS15755	NZ_CP018664.1	3287248	3289947
gene-AUO97_RS19505	NZ_CP018664.1	3290468	3290551
gene-AUO97_RS15760	NZ_CP018664.1	3290723	3292513
gene-AUO97_RS15765	NZ_CP018664.1	3292529	3294352
gene-AUO97_RS15770	NZ_CP018664.1	3294353	3296386
gene-AUO97_RS15775	NZ_CP018664.1	3296399	3297337
gene-AUO97_RS15780	NZ_CP018664.1	3297345	3298487
gene-AUO97_RS15785	NZ_CP018664.1	3298500	3300230
gene-AUO97_RS15790	NZ_CP018664.1	3300338	3300997
gene-AUO97_RS15795	NZ_CP018664.1	3301051	3301419
gene-AUO97_RS15800	NZ_CP018664.1	3301729	3302586
gene-AUO97_RS15805	NZ_CP018664.1	3302644	3303378
gene-AUO97_RS15810	NZ_CP018664.1	3303435	3303701
gene-AUO97_RS15815	NZ_CP018664.1	3303914	3304579
gene-AUO97_RS15820	NZ_CP018664.1	3304592	3305098
gene-AUO97_RS15825	NZ_CP018664.1	3305123	3305905
gene-AUO97_RS15830	NZ_CP018664.1	3306051	3306983
gene-AUO97_RS15835	NZ_CP018664.1	3307063	3307419
gene-AUO97_RS15840	NZ_CP018664.1	3307554	3311015
gene-AUO97_RS15845	NZ_CP018664.1	3311216	3311650
gene-AUO97_RS15850	NZ_CP018664.1	3311703	3313172
gene-AUO97_RS15855	NZ_CP018664.1	3313219	3313557
gene-AUO97_RS15860	NZ_CP018664.1	3313576	3315435
gene-AUO97_RS15865	NZ_CP018664.1	3315474	3315992
gene-AUO97_RS15870	NZ_CP018664.1	3316078	3316398
gene-AUO97_RS15875	NZ_CP018664.1	3316429	3316815
gene-AUO97_RS15880	NZ_CP018664.1	3316882	3318099
gene-AUO97_RS15885	NZ_CP018664.1	3318101	3318574
gene-AUO97_RS15890	NZ_CP018664.1	3318685	3319332
gene-AUO97_RS15895	NZ_CP018664.1	3319543	3319998
gene-AUO97_RS15900	NZ_CP018664.1	3320168	3320440
gene-AUO97_RS15910	NZ_CP018664.1	3322476	3323441
gene-AUO97_RS15915	NZ_CP018664.1	3323613	3324836
gene-AUO97_RS15920	NZ_CP018664.1	3324952	3326157
gene-AUO97_RS15925	NZ_CP018664.1	3326179	3327462
gene-AUO97_RS15930	NZ_CP018664.1	3327692	3329065
gene-AUO97_RS15935	NZ_CP018664.1	3329302	3329604
gene-AUO97_RS15940	NZ_CP018664.1	3329795	3330259
gene-AUO97_RS15945	NZ_CP018664.1	3330633	3332417
gene-AUO97_RS15950	NZ_CP018664.1	3332410	3333843
gene-AUO97_RS15955	NZ_CP018664.1	3333864	3335303
gene-AUO97_RS15960	NZ_CP018664.1	3335315	3337156
gene-AUO97_RS15965	NZ_CP018664.1	3337166	3339076
gene-AUO97_RS15970	NZ_CP018664.1	3339089	3339859
gene-AUO97_RS15975	NZ_CP018664.1	3339846	3340463
gene-AUO97_RS15980	NZ_CP018664.1	3340549	3342867
gene-AUO97_RS15985	NZ_CP018664.1	3342952	3343245
gene-AUO97_RS15990	NZ_CP018664.1	3343246	3344769
gene-AUO97_RS15995	NZ_CP018664.1	3344766	3345104
gene-AUO97_RS16000	NZ_CP018664.1	3345240	3345860
gene-AUO97_RS16010	NZ_CP018664.1	3346191	3348338
gene-AUO97_RS16015	NZ_CP018664.1	3348443	3349069
gene-AUO97_RS16020	NZ_CP018664.1	3349057	3349575
gene-AUO97_RS16025	NZ_CP018664.1	3349577	3350632
gene-AUO97_RS16030	NZ_CP018664.1	3350625	3351224
gene-AUO97_RS16035	NZ_CP018664.1	3351349	3352917
gene-AUO97_RS16040	NZ_CP018664.1	3353024	3353767
gene-AUO97_RS16045	NZ_CP018664.1	3353844	3354932
gene-AUO97_RS16050	NZ_CP018664.1	3355050	3355937
gene-AUO97_RS16055	NZ_CP018664.1	3356070	3356372
gene-AUO97_RS16060	NZ_CP018664.1	3356369	3357925
gene-AUO97_RS16065	NZ_CP018664.1	3357918	3358217
gene-AUO97_RS16070	NZ_CP018664.1	3358280	3360415
gene-AUO97_RS16075	NZ_CP018664.1	3360637	3361812
gene-AUO97_RS16080	NZ_CP018664.1	3361809	3362456
gene-AUO97_RS16085	NZ_CP018664.1	3362575	3363597
gene-AUO97_RS16090	NZ_CP018664.1	3363590	3365347
gene-AUO97_RS16095	NZ_CP018664.1	3365358	3366482
gene-AUO97_RS16100	NZ_CP018664.1	3366487	3367605
gene-AUO97_RS16105	NZ_CP018664.1	3367655	3368524
gene-AUO97_RS16110	NZ_CP018664.1	3368564	3369025
gene-AUO97_RS16115	NZ_CP018664.1	3369125	3369715
gene-AUO97_RS16120	NZ_CP018664.1	3369824	3370930
gene-AUO97_RS16125	NZ_CP018664.1	3371185	3371598
gene-AUO97_RS16130	NZ_CP018664.1	3371617	3371886
gene-AUO97_RS16135	NZ_CP018664.1	3372151	3372576
gene-AUO97_RS16140	NZ_CP018664.1	3372707	3372907
gene-AUO97_RS16145	NZ_CP018664.1	3373407	3373631
gene-AUO97_RS16150	NZ_CP018664.1	3373810	3374184
gene-AUO97_RS16155	NZ_CP018664.1	3374359	3375126
gene-AUO97_RS16160	NZ_CP018664.1	3375207	3376292
gene-AUO97_RS16165	NZ_CP018664.1	3376426	3377613
gene-AUO97_RS16170	NZ_CP018664.1	3377791	3378027
gene-AUO97_RS16175	NZ_CP018664.1	3378293	3378622
gene-AUO97_RS16180	NZ_CP018664.1	3378632	3379228
gene-AUO97_RS16185	NZ_CP018664.1	3379534	3380658
gene-AUO97_RS16190	NZ_CP018664.1	3381161	3381427
gene-AUO97_RS16195	NZ_CP018664.1	3381558	3381899
gene-AUO97_RS19510	NZ_CP018664.1	3381970	3382134
gene-AUO97_RS16200	NZ_CP018664.1	3382577	3382882
gene-AUO97_RS16205	NZ_CP018664.1	3382875	3383261
gene-AUO97_RS16210	NZ_CP018664.1	3383291	3384142
gene-AUO97_RS16215	NZ_CP018664.1	3384158	3385345
gene-AUO97_RS16220	NZ_CP018664.1	3385382	3386587
gene-AUO97_RS16225	NZ_CP018664.1	3386824	3387828
gene-AUO97_RS16230	NZ_CP018664.1	3387841	3388932
gene-AUO97_RS16235	NZ_CP018664.1	3389029	3390258
gene-AUO97_RS16240	NZ_CP018664.1	3390579	3391331
gene-AUO97_RS16245	NZ_CP018664.1	3391378	3392517
gene-AUO97_RS16250	NZ_CP018664.1	3392675	3393661
gene-AUO97_RS16255	NZ_CP018664.1	3394026	3394988
gene-AUO97_RS16260	NZ_CP018664.1	3395002	3396021
gene-AUO97_RS16265	NZ_CP018664.1	3396023	3397558
gene-AUO97_RS16270	NZ_CP018664.1	3397569	3398972
gene-AUO97_RS16275	NZ_CP018664.1	3398999	3399784
gene-AUO97_RS16280	NZ_CP018664.1	3399814	3400872
gene-AUO97_RS16285	NZ_CP018664.1	3400920	3401831
gene-AUO97_RS16290	NZ_CP018664.1	3401901	3403172
gene-AUO97_RS16295	NZ_CP018664.1	3403365	3404060
gene-AUO97_RS16300	NZ_CP018664.1	3404070	3405725
gene-AUO97_RS16305	NZ_CP018664.1	3405901	3406692
gene-AUO97_RS16310	NZ_CP018664.1	3406802	3407806
gene-AUO97_RS16315	NZ_CP018664.1	3407839	3408756
gene-AUO97_RS16320	NZ_CP018664.1	3408923	3409777
gene-AUO97_RS16325	NZ_CP018664.1	3409774	3410169
gene-AUO97_RS16330	NZ_CP018664.1	3410265	3410873
gene-AUO97_RS16335	NZ_CP018664.1	3410957	3412306
gene-AUO97_RS16340	NZ_CP018664.1	3412548	3413291
gene-AUO97_RS16345	NZ_CP018664.1	3413320	3415053
gene-AUO97_RS16350	NZ_CP018664.1	3415074	3415319
gene-AUO97_RS16355	NZ_CP018664.1	3415339	3416769
gene-AUO97_RS16360	NZ_CP018664.1	3416804	3417658
gene-AUO97_RS16365	NZ_CP018664.1	3417660	3418499
gene-AUO97_RS16370	NZ_CP018664.1	3418496	3419494
gene-AUO97_RS16375	NZ_CP018664.1	3419478	3419759
gene-AUO97_RS16380	NZ_CP018664.1	3419799	3421085
gene-AUO97_RS16385	NZ_CP018664.1	3421604	3423814
gene-AUO97_RS16390	NZ_CP018664.1	3423871	3425289
gene-AUO97_RS16395	NZ_CP018664.1	3425703	3425888
gene-AUO97_RS16400	NZ_CP018664.1	3425980	3426201
gene-AUO97_RS16405	NZ_CP018664.1	3426979	3427875
gene-AUO97_RS16410	NZ_CP018664.1	3428113	3429009
gene-AUO97_RS16415	NZ_CP018664.1	3429070	3430242
gene-AUO97_RS16420	NZ_CP018664.1	3430308	3431717
gene-AUO97_RS16425	NZ_CP018664.1	3431834	3432475
gene-AUO97_RS16430	NZ_CP018664.1	3432477	3433181
gene-AUO97_RS16435	NZ_CP018664.1	3433427	3434308
gene-AUO97_RS19685	NZ_CP018664.1	3434456	3434845
gene-AUO97_RS16445	NZ_CP018664.1	3435043	3435870
gene-AUO97_RS16455	NZ_CP018664.1	3436583	3437197
gene-AUO97_RS16460	NZ_CP018664.1	3437299	3437715
gene-AUO97_RS16465	NZ_CP018664.1	3438182	3439603
gene-AUO97_RS16470	NZ_CP018664.1	3439637	3440422
gene-AUO97_RS16475	NZ_CP018664.1	3440753	3441739
gene-AUO97_RS16480	NZ_CP018664.1	3441807	3443150
gene-AUO97_RS16485	NZ_CP018664.1	3443480	3444730
gene-AUO97_RS16490	NZ_CP018664.1	3444743	3445528
gene-AUO97_RS16495	NZ_CP018664.1	3445572	3446810
gene-AUO97_RS16500	NZ_CP018664.1	3446839	3447369
gene-AUO97_RS16505	NZ_CP018664.1	3447423	3448370
gene-AUO97_RS16510	NZ_CP018664.1	3448427	3449485
gene-AUO97_RS16525	NZ_CP018664.1	3450920	3451222
gene-AUO97_RS16530	NZ_CP018664.1	3451681	3453942
gene-AUO97_RS16535	NZ_CP018664.1	3454090	3457200
gene-AUO97_RS16540	NZ_CP018664.1	3457197	3458387
gene-AUO97_RS16545	NZ_CP018664.1	3458533	3459276
gene-AUO97_RS16550	NZ_CP018664.1	3459308	3460393
gene-AUO97_RS16555	NZ_CP018664.1	3460419	3460832
gene-AUO97_RS16560	NZ_CP018664.1	3461064	3462059
gene-AUO97_RS16565	NZ_CP018664.1	3462135	3463160
gene-AUO97_RS16570	NZ_CP018664.1	3463352	3464266
gene-AUO97_RS16575	NZ_CP018664.1	3464297	3465151
gene-AUO97_RS16580	NZ_CP018664.1	3465197	3466039
gene-AUO97_RS16590	NZ_CP018664.1	3466334	3467035
gene-AUO97_RS16595	NZ_CP018664.1	3467211	3468026
gene-AUO97_RS16600	NZ_CP018664.1	3468033	3468707
gene-AUO97_RS16605	NZ_CP018664.1	3468896	3469414
gene-AUO97_RS16610	NZ_CP018664.1	3469562	3470077
gene-AUO97_RS16615	NZ_CP018664.1	3470119	3471201
gene-AUO97_RS16620	NZ_CP018664.1	3471219	3471839
gene-AUO97_RS16625	NZ_CP018664.1	3472055	3472606
gene-AUO97_RS16635	NZ_CP018664.1	3473332	3473640
gene-AUO97_RS16640	NZ_CP018664.1	3473637	3474968
gene-AUO97_RS16645	NZ_CP018664.1	3475264	3475704
gene-AUO97_RS16650	NZ_CP018664.1	3475739	3476383
gene-AUO97_RS16655	NZ_CP018664.1	3476395	3477366
gene-AUO97_RS16660	NZ_CP018664.1	3477493	3478653
gene-AUO97_RS16665	NZ_CP018664.1	3478646	3479974
gene-AUO97_RS16670	NZ_CP018664.1	3479971	3481557
gene-AUO97_RS16675	NZ_CP018664.1	3481554	3482342
gene-AUO97_RS16680	NZ_CP018664.1	3482530	3484077
gene-AUO97_RS16690	NZ_CP018664.1	3485859	3487319
gene-AUO97_RS16695	NZ_CP018664.1	3487411	3488130
gene-AUO97_RS16700	NZ_CP018664.1	3488330	3488758
gene-AUO97_RS16705	NZ_CP018664.1	3488986	3489324
gene-AUO97_RS16710	NZ_CP018664.1	3489611	3490072
gene-AUO97_RS16715	NZ_CP018664.1	3490522	3491916
gene-AUO97_RS16720	NZ_CP018664.1	3491990	3492757
gene-AUO97_RS16725	NZ_CP018664.1	3492818	3494311
gene-AUO97_RS16730	NZ_CP018664.1	3494323	3495207
gene-AUO97_RS16735	NZ_CP018664.1	3495389	3496192
gene-AUO97_RS16740	NZ_CP018664.1	3496291	3497079
gene-AUO97_RS16745	NZ_CP018664.1	3497074	3497565
gene-AUO97_RS16750	NZ_CP018664.1	3497562	3498326
gene-AUO97_RS16755	NZ_CP018664.1	3498323	3499333
gene-AUO97_RS16760	NZ_CP018664.1	3499336	3500355
gene-AUO97_RS16765	NZ_CP018664.1	3500785	3501837
gene-AUO97_RS16770	NZ_CP018664.1	3502123	3503007
