GeneID	GenedbRef	GeneName	Locus_tag	Start	End
gene-AUO97_RS14915	Gene	AUO97_RS14915	AUO97_RS14915	3142412	3143104
gene-AUO97_RS14920	Gene	AUO97_RS14920	AUO97_RS14920	3143212	3143733
gene-AUO97_RS14925	Gene	ychF	AUO97_RS14925	3143779	3144870
gene-AUO97_RS14930	Gene	AUO97_RS14930	AUO97_RS14930	3144964	3145623
gene-AUO97_RS14935	Gene	AUO97_RS14935	AUO97_RS14935	3145604	3146680
gene-AUO97_RS14940	Gene	AUO97_RS14940	AUO97_RS14940	3146686	3147519
gene-AUO97_RS14945	Gene	AUO97_RS14945	AUO97_RS14945	3147533	3148363
gene-AUO97_RS14950	Gene	AUO97_RS14950	AUO97_RS14950	3148378	3149790
gene-AUO97_RS14955	Gene	AUO97_RS14955	AUO97_RS14955	3149790	3151013
gene-AUO97_RS14960	Gene	AUO97_RS14960	AUO97_RS14960	3151026	3152261
gene-AUO97_RS14965	Gene	AUO97_RS14965	AUO97_RS14965	3152607	3153371
gene-AUO97_RS14970	Gene	AUO97_RS14970	AUO97_RS14970	3153908	3154801
gene-AUO97_RS14975	Gene	AUO97_RS14975	AUO97_RS14975	3154896	3155738
gene-AUO97_RS14980	Gene	AUO97_RS14980	AUO97_RS14980	3155741	3156418
gene-AUO97_RS14985	Gene	AUO97_RS14985	AUO97_RS14985	3156432	3157175
gene-AUO97_RS14990	Gene	AUO97_RS14990	AUO97_RS14990	3157226	3158542
gene-AUO97_RS14995	Gene	AUO97_RS14995	AUO97_RS14995	3158888	3159358
gene-AUO97_RS15000	Gene	AUO97_RS15000	AUO97_RS15000	3159389	3160138
gene-AUO97_RS15005	Gene	AUO97_RS15005	AUO97_RS15005	3160301	3160846
gene-AUO97_RS15010	Gene	AUO97_RS15010	AUO97_RS15010	3161032	3161592
gene-AUO97_RS15015	Gene	AUO97_RS15015	AUO97_RS15015	3161868	3162731
gene-AUO97_RS15020	Gene	AUO97_RS15020	AUO97_RS15020	3162929	3163005
gene-AUO97_RS15025	Gene	AUO97_RS15025	AUO97_RS15025	3163163	3164395
gene-AUO97_RS15030	Gene	AUO97_RS15030	AUO97_RS15030	3164975	3165874
gene-AUO97_RS15035	Gene	AUO97_RS15035	AUO97_RS15035	3165964	3166401
gene-AUO97_RS15040	Gene	AUO97_RS15040	AUO97_RS15040	3166459	3167874
gene-AUO97_RS15045	Gene	AUO97_RS15045	AUO97_RS15045	3168127	3168591
gene-AUO97_RS15050	Gene	AUO97_RS15050	AUO97_RS15050	3168704	3169633
gene-AUO97_RS15055	Gene	AUO97_RS15055	AUO97_RS15055	3169728	3170579
gene-AUO97_RS15060	Gene	AUO97_RS15060	AUO97_RS15060	3170619	3170798
gene-AUO97_RS15070	Gene	AUO97_RS15070	AUO97_RS15070	3171375	3172394
gene-AUO97_RS15075	Gene	AUO97_RS15075	AUO97_RS15075	3172391	3174928
gene-AUO97_RS15080	Gene	AUO97_RS15080	AUO97_RS15080	3174980	3175720
gene-AUO97_RS15085	Gene	AUO97_RS15085	AUO97_RS15085	3175791	3176327
gene-AUO97_RS15090	Gene	AUO97_RS15090	AUO97_RS15090	3176773	3177123
gene-AUO97_RS15095	Gene	AUO97_RS15095	AUO97_RS15095	3177187	3177399
gene-AUO97_RS15100	Gene	bioB	AUO97_RS15100	3177445	3178434
gene-AUO97_RS15105	Gene	queG	AUO97_RS15105	3178534	3179622
gene-AUO97_RS15110	Gene	AUO97_RS15110	AUO97_RS15110	3179651	3181111
gene-AUO97_RS15115	Gene	ruvC	AUO97_RS15115	3181116	3181661
gene-AUO97_RS15120	Gene	AUO97_RS15120	AUO97_RS15120	3181891	3182484
gene-AUO97_RS15125	Gene	AUO97_RS15125	AUO97_RS15125	3182481	3183026
gene-AUO97_RS15130	Gene	AUO97_RS15130	AUO97_RS15130	3183098	3183922
gene-AUO97_RS15135	Gene	AUO97_RS15135	AUO97_RS15135	3184321	3184881
gene-AUO97_RS15140	Gene	AUO97_RS15140	AUO97_RS15140	3184944	3185129
gene-AUO97_RS19665	Gene	AUO97_RS19665	AUO97_RS19665	3185388	3185636
gene-AUO97_RS15150	Gene	AUO97_RS15150	AUO97_RS15150	3185760	3186926
gene-AUO97_RS15155	Gene	tkt	AUO97_RS15155	3187451	3189439
gene-AUO97_RS15160	Gene	AUO97_RS15160	AUO97_RS15160	3189494	3189901
gene-AUO97_RS15165	Gene	AUO97_RS15165	AUO97_RS15165	3190117	3190707
gene-AUO97_RS15170	Gene	AUO97_RS15170	AUO97_RS15170	3190753	3191343
gene-AUO97_RS15175	Gene	AUO97_RS15175	AUO97_RS15175	3191530	3192276
gene-AUO97_RS15180	Gene	AUO97_RS15180	AUO97_RS15180	3192312	3192542
gene-AUO97_RS15185	Gene	trmA	AUO97_RS15185	3192791	3193876
gene-AUO97_RS15190	Gene	AUO97_RS15190	AUO97_RS15190	3193980	3194453
gene-AUO97_RS15195	Gene	putA	AUO97_RS15195	3194559	3198311
gene-AUO97_RS15200	Gene	AUO97_RS15200	AUO97_RS15200	3198436	3198924
gene-AUO97_RS15205	Gene	putP	AUO97_RS15205	3198958	3200448
gene-AUO97_RS15210	Gene	AUO97_RS15210	AUO97_RS15210	3200855	3201562
gene-AUO97_RS15215	Gene	gcvH	AUO97_RS15215	3201656	3202030
gene-AUO97_RS15220	Gene	AUO97_RS15220	AUO97_RS15220	3202069	3203094
gene-AUO97_RS15225	Gene	AUO97_RS15225	AUO97_RS15225	3203203	3203643
gene-AUO97_RS15230	Gene	AUO97_RS15230	AUO97_RS15230	3203643	3205490
gene-AUO97_RS15235	Gene	AUO97_RS15235	AUO97_RS15235	3205865	3206401
gene-AUO97_RS15240	Gene	AUO97_RS15240	AUO97_RS15240	3206405	3207085
gene-AUO97_RS15245	Gene	sstT	AUO97_RS15245	3207091	3208293
gene-AUO97_RS15250	Gene	AUO97_RS15250	AUO97_RS15250	3208716	3209024
gene-AUO97_RS15255	Gene	AUO97_RS15255	AUO97_RS15255	3209499	3210065
gene-AUO97_RS15260	Gene	AUO97_RS15260	AUO97_RS15260	3210403	3211566
gene-AUO97_RS15265	Gene	maf	AUO97_RS15265	3211597	3212190
gene-AUO97_RS15270	Gene	AUO97_RS15270	AUO97_RS15270	3212190	3212573
gene-AUO97_RS15275	Gene	AUO97_RS15275	AUO97_RS15275	3212712	3213899
gene-AUO97_RS15280	Gene	AUO97_RS15280	AUO97_RS15280	3214024	3214266
gene-AUO97_RS15285	Gene	AUO97_RS15285	AUO97_RS15285	3214388	3215425
gene-AUO97_RS15290	Gene	AUO97_RS15290	AUO97_RS15290	3215544	3216854
gene-AUO97_RS15295	Gene	AUO97_RS15295	AUO97_RS15295	3216854	3219292
gene-AUO97_RS15300	Gene	AUO97_RS15300	AUO97_RS15300	3219413	3220426
gene-AUO97_RS15305	Gene	AUO97_RS15305	AUO97_RS15305	3220426	3221115
gene-AUO97_RS15310	Gene	rsmG	AUO97_RS15310	3221203	3221835
gene-AUO97_RS15315	Gene	AUO97_RS15315	AUO97_RS15315	3221857	3222639
gene-AUO97_RS15320	Gene	AUO97_RS15320	AUO97_RS15320	3222636	3223523
gene-AUO97_RS15325	Gene	AUO97_RS15325	AUO97_RS15325	3223573	3224208
gene-AUO97_RS15330	Gene	AUO97_RS15330	AUO97_RS15330	3224224	3224652
gene-AUO97_RS15335	Gene	msbA	AUO97_RS15335	3224649	3226376
gene-AUO97_RS15340	Gene	AUO97_RS15340	AUO97_RS15340	3226379	3227389
gene-AUO97_RS15345	Gene	kdsB	AUO97_RS15345	3227399	3228160
gene-AUO97_RS15350	Gene	AUO97_RS15350	AUO97_RS15350	3228172	3229152
gene-AUO97_RS15355	Gene	AUO97_RS15355	AUO97_RS15355	3229164	3229505
gene-AUO97_RS15360	Gene	AUO97_RS15360	AUO97_RS15360	3229523	3230296
gene-AUO97_RS15365	Gene	AUO97_RS15365	AUO97_RS15365	3230334	3230942
gene-AUO97_RS15370	Gene	AUO97_RS15370	AUO97_RS15370	3230952	3231506
gene-AUO97_RS15375	Gene	gspI	AUO97_RS15375	3231496	3231876
gene-AUO97_RS15380	Gene	gspJ	AUO97_RS15380	3231876	3232577
gene-AUO97_RS15385	Gene	gspK	AUO97_RS15385	3232577	3233536
gene-AUO97_RS15390	Gene	AUO97_RS15390	AUO97_RS15390	3233766	3234362
gene-AUO97_RS15395	Gene	ung	AUO97_RS15395	3234413	3235126
gene-AUO97_RS15400	Gene	AUO97_RS15400	AUO97_RS15400	3235123	3236247
gene-AUO97_RS15405	Gene	tadA	AUO97_RS15405	3236254	3236757
gene-AUO97_RS15410	Gene	AUO97_RS15410	AUO97_RS15410	3236827	3237270
gene-AUO97_RS15415	Gene	AUO97_RS15415	AUO97_RS15415	3237278	3237964
gene-AUO97_RS15420	Gene	rpsA	AUO97_RS15420	3238069	3239742
gene-AUO97_RS15425	Gene	AUO97_RS15425	AUO97_RS15425	3239899	3240201
gene-AUO97_RS15430	Gene	AUO97_RS15430	AUO97_RS15430	3240226	3240591
gene-AUO97_RS15435	Gene	pyrF	AUO97_RS15435	3240757	3241455
gene-AUO97_RS15440	Gene	AUO97_RS15440	AUO97_RS15440	3241452	3242363
gene-AUO97_RS15445	Gene	AUO97_RS15445	AUO97_RS15445	3242413	3243960
gene-AUO97_RS15450	Gene	AUO97_RS15450	AUO97_RS15450	3244082	3245101
gene-AUO97_RS15455	Gene	AUO97_RS15455	AUO97_RS15455	3245185	3246327
gene-AUO97_RS15460	Gene	AUO97_RS15460	AUO97_RS15460	3246504	3247463
gene-AUO97_RS15465	Gene	AUO97_RS15465	AUO97_RS15465	3247429	3247680
gene-AUO97_RS15470	Gene	AUO97_RS15470	AUO97_RS15470	3247673	3247942
gene-AUO97_RS15475	Gene	AUO97_RS15475	AUO97_RS15475	3247939	3248421
gene-AUO97_RS15480	Gene	AUO97_RS15480	AUO97_RS15480	3248425	3248955
gene-AUO97_RS15485	Gene	AUO97_RS15485	AUO97_RS15485	3248967	3249230
gene-AUO97_RS19670	Gene	AUO97_RS19670	AUO97_RS19670	3249453	3249866
gene-AUO97_RS15500	Gene	AUO97_RS15500	AUO97_RS15500	3250088	3250360
gene-AUO97_RS15505	Gene	AUO97_RS15505	AUO97_RS15505	3250353	3250790
gene-AUO97_RS15510	Gene	AUO97_RS15510	AUO97_RS15510	3251045	3251710
gene-AUO97_RS15520	Gene	AUO97_RS15520	AUO97_RS15520	3252082	3252378
gene-AUO97_RS15525	Gene	AUO97_RS15525	AUO97_RS15525	3252378	3253262
gene-AUO97_RS15530	Gene	AUO97_RS15530	AUO97_RS15530	3253262	3254593
gene-AUO97_RS15535	Gene	AUO97_RS15535	AUO97_RS15535	3254590	3254868
gene-AUO97_RS15540	Gene	AUO97_RS15540	AUO97_RS15540	3254865	3255467
gene-AUO97_RS19590	Gene	AUO97_RS19590	AUO97_RS19590	3255464	3255634
gene-AUO97_RS15545	Gene	AUO97_RS15545	AUO97_RS15545	3255634	3256131
gene-AUO97_RS15550	Gene	AUO97_RS15550	AUO97_RS15550	3256222	3256938
gene-AUO97_RS15555	Gene	AUO97_RS15555	AUO97_RS15555	3256964	3257326
gene-AUO97_RS19595	Gene	AUO97_RS19595	AUO97_RS19595	3257344	3257514
gene-AUO97_RS15565	Gene	AUO97_RS15565	AUO97_RS15565	3257839	3258267
gene-AUO97_RS15570	Gene	AUO97_RS15570	AUO97_RS15570	3258351	3258749
gene-AUO97_RS15575	Gene	AUO97_RS15575	AUO97_RS15575	3258765	3259295
gene-AUO97_RS15580	Gene	AUO97_RS15580	AUO97_RS15580	3259285	3259467
gene-AUO97_RS15585	Gene	AUO97_RS15585	AUO97_RS15585	3259460	3259723
gene-AUO97_RS15590	Gene	AUO97_RS15590	AUO97_RS15590	3259701	3259991
gene-AUO97_RS15600	Gene	AUO97_RS15600	AUO97_RS15600	3260342	3260824
gene-AUO97_RS15605	Gene	AUO97_RS15605	AUO97_RS15605	3260834	3261028
gene-AUO97_RS15610	Gene	AUO97_RS15610	AUO97_RS15610	3261151	3262851
gene-AUO97_RS15615	Gene	AUO97_RS15615	AUO97_RS15615	3262848	3264074
gene-AUO97_RS15620	Gene	AUO97_RS15620	AUO97_RS15620	3264067	3264729
gene-AUO97_RS15625	Gene	AUO97_RS15625	AUO97_RS15625	3264722	3265894
gene-AUO97_RS19600	Gene	AUO97_RS19600	AUO97_RS19600	3265942	3266118
gene-AUO97_RS15630	Gene	AUO97_RS15630	AUO97_RS15630	3266115	3266402
gene-AUO97_RS15635	Gene	AUO97_RS15635	AUO97_RS15635	3266404	3266760
gene-AUO97_RS15640	Gene	AUO97_RS15640	AUO97_RS15640	3266764	3267249
gene-AUO97_RS15645	Gene	AUO97_RS15645	AUO97_RS15645	3267249	3267623
gene-AUO97_RS15650	Gene	AUO97_RS15650	AUO97_RS15650	3267693	3268172
gene-AUO97_RS15655	Gene	AUO97_RS15655	AUO97_RS15655	3268172	3268588
gene-AUO97_RS15665	Gene	AUO97_RS15665	AUO97_RS15665	3268878	3269261
gene-AUO97_RS15670	Gene	AUO97_RS15670	AUO97_RS15670	3269321	3272908
gene-AUO97_RS15675	Gene	AUO97_RS15675	AUO97_RS15675	3272916	3273398
gene-AUO97_RS15680	Gene	AUO97_RS15680	AUO97_RS15680	3273391	3273897
gene-AUO97_RS15690	Gene	AUO97_RS15690	AUO97_RS15690	3274211	3277069
gene-AUO97_RS15695	Gene	AUO97_RS15695	AUO97_RS15695	3277130	3278986
gene-AUO97_RS15700	Gene	AUO97_RS15700	AUO97_RS15700	3278989	3279768
gene-AUO97_RS15705	Gene	AUO97_RS15705	AUO97_RS15705	3279821	3280060
gene-AUO97_RS15710	Gene	AUO97_RS15710	AUO97_RS15710	3280044	3280592
gene-AUO97_RS15715	Gene	AUO97_RS15715	AUO97_RS15715	3280589	3280951
gene-AUO97_RS15720	Gene	AUO97_RS15720	AUO97_RS15720	3281187	3281384
gene-AUO97_RS15725	Gene	AUO97_RS15725	AUO97_RS15725	3281846	3284011
gene-AUO97_RS15730	Gene	AUO97_RS15730	AUO97_RS15730	3284114	3284563
gene-AUO97_RS15735	Gene	AUO97_RS15735	AUO97_RS15735	3284630	3285043
gene-AUO97_RS15740	Gene	AUO97_RS15740	AUO97_RS15740	3285063	3285485
gene-AUO97_RS15745	Gene	AUO97_RS15745	AUO97_RS15745	3285501	3286382
gene-AUO97_RS15750	Gene	AUO97_RS15750	AUO97_RS15750	3286423	3287139
gene-AUO97_RS15755	Gene	AUO97_RS15755	AUO97_RS15755	3287248	3289947
gene-AUO97_RS19505	Gene	AUO97_RS19505	AUO97_RS19505	3290468	3290551
gene-AUO97_RS15760	Gene	AUO97_RS15760	AUO97_RS15760	3290723	3292513
gene-AUO97_RS15765	Gene	AUO97_RS15765	AUO97_RS15765	3292529	3294352
gene-AUO97_RS15770	Gene	AUO97_RS15770	AUO97_RS15770	3294353	3296386
gene-AUO97_RS15775	Gene	AUO97_RS15775	AUO97_RS15775	3296399	3297337
gene-AUO97_RS15780	Gene	AUO97_RS15780	AUO97_RS15780	3297345	3298487
gene-AUO97_RS15785	Gene	AUO97_RS15785	AUO97_RS15785	3298500	3300230
gene-AUO97_RS15790	Gene	AUO97_RS15790	AUO97_RS15790	3300338	3300997
gene-AUO97_RS15795	Gene	AUO97_RS15795	AUO97_RS15795	3301051	3301419
gene-AUO97_RS15800	Gene	AUO97_RS15800	AUO97_RS15800	3301729	3302586
gene-AUO97_RS15805	Gene	AUO97_RS15805	AUO97_RS15805	3302644	3303378
gene-AUO97_RS15810	Gene	rpsT	AUO97_RS15810	3303435	3303701
gene-AUO97_RS15815	Gene	AUO97_RS15815	AUO97_RS15815	3303914	3304579
gene-AUO97_RS15820	Gene	rraA	AUO97_RS15820	3304592	3305098
gene-AUO97_RS15825	Gene	AUO97_RS15825	AUO97_RS15825	3305123	3305905
gene-AUO97_RS15830	Gene	AUO97_RS15830	AUO97_RS15830	3306051	3306983
gene-AUO97_RS15835	Gene	AUO97_RS15835	AUO97_RS15835	3307063	3307419
gene-AUO97_RS15840	Gene	mfd	AUO97_RS15840	3307554	3311015
gene-AUO97_RS15845	Gene	AUO97_RS15845	AUO97_RS15845	3311216	3311650
gene-AUO97_RS15850	Gene	AUO97_RS15850	AUO97_RS15850	3311703	3313172
gene-AUO97_RS15855	Gene	fdx	AUO97_RS15855	3313219	3313557
gene-AUO97_RS15860	Gene	hscA	AUO97_RS15860	3313576	3315435
gene-AUO97_RS15865	Gene	hscB	AUO97_RS15865	3315474	3315992
gene-AUO97_RS15870	Gene	iscA	AUO97_RS15870	3316078	3316398
gene-AUO97_RS15875	Gene	iscU	AUO97_RS15875	3316429	3316815
gene-AUO97_RS15880	Gene	AUO97_RS15880	AUO97_RS15880	3316882	3318099
gene-AUO97_RS15885	Gene	AUO97_RS15885	AUO97_RS15885	3318101	3318574
gene-AUO97_RS15890	Gene	AUO97_RS15890	AUO97_RS15890	3318685	3319332
gene-AUO97_RS15895	Gene	AUO97_RS15895	AUO97_RS15895	3319543	3319998
gene-AUO97_RS15900	Gene	AUO97_RS15900	AUO97_RS15900	3320168	3320440
gene-AUO97_RS15910	Gene	AUO97_RS15910	AUO97_RS15910	3322476	3323441
gene-AUO97_RS15915	Gene	AUO97_RS15915	AUO97_RS15915	3323613	3324836
gene-AUO97_RS15920	Gene	AUO97_RS15920	AUO97_RS15920	3324952	3326157
gene-AUO97_RS15925	Gene	AUO97_RS15925	AUO97_RS15925	3326179	3327462
gene-AUO97_RS15930	Gene	AUO97_RS15930	AUO97_RS15930	3327692	3329065
gene-AUO97_RS15935	Gene	AUO97_RS15935	AUO97_RS15935	3329302	3329604
gene-AUO97_RS15940	Gene	ybaK	AUO97_RS15940	3329795	3330259
gene-AUO97_RS15945	Gene	AUO97_RS15945	AUO97_RS15945	3330633	3332417
gene-AUO97_RS15950	Gene	AUO97_RS15950	AUO97_RS15950	3332410	3333843
gene-AUO97_RS15955	Gene	AUO97_RS15955	AUO97_RS15955	3333864	3335303
gene-AUO97_RS15960	Gene	AUO97_RS15960	AUO97_RS15960	3335315	3337156
gene-AUO97_RS15965	Gene	AUO97_RS15965	AUO97_RS15965	3337166	3339076
gene-AUO97_RS15970	Gene	AUO97_RS15970	AUO97_RS15970	3339089	3339859
gene-AUO97_RS15975	Gene	AUO97_RS15975	AUO97_RS15975	3339846	3340463
gene-AUO97_RS15980	Gene	AUO97_RS15980	AUO97_RS15980	3340549	3342867
gene-AUO97_RS15985	Gene	AUO97_RS15985	AUO97_RS15985	3342952	3343245
gene-AUO97_RS15990	Gene	AUO97_RS15990	AUO97_RS15990	3343246	3344769
gene-AUO97_RS15995	Gene	AUO97_RS15995	AUO97_RS15995	3344766	3345104
gene-AUO97_RS16000	Gene	AUO97_RS16000	AUO97_RS16000	3345240	3345860
gene-AUO97_RS16010	Gene	AUO97_RS16010	AUO97_RS16010	3346191	3348338
gene-AUO97_RS16015	Gene	AUO97_RS16015	AUO97_RS16015	3348443	3349069
gene-AUO97_RS16020	Gene	cobU	AUO97_RS16020	3349057	3349575
gene-AUO97_RS16025	Gene	cobT	AUO97_RS16025	3349577	3350632
gene-AUO97_RS16030	Gene	AUO97_RS16030	AUO97_RS16030	3350625	3351224
gene-AUO97_RS16035	Gene	AUO97_RS16035	AUO97_RS16035	3351349	3352917
gene-AUO97_RS16040	Gene	AUO97_RS16040	AUO97_RS16040	3353024	3353767
gene-AUO97_RS16045	Gene	AUO97_RS16045	AUO97_RS16045	3353844	3354932
gene-AUO97_RS16050	Gene	AUO97_RS16050	AUO97_RS16050	3355050	3355937
gene-AUO97_RS16055	Gene	AUO97_RS16055	AUO97_RS16055	3356070	3356372
gene-AUO97_RS16060	Gene	AUO97_RS16060	AUO97_RS16060	3356369	3357925
gene-AUO97_RS16065	Gene	AUO97_RS16065	AUO97_RS16065	3357918	3358217
gene-AUO97_RS16070	Gene	AUO97_RS16070	AUO97_RS16070	3358280	3360415
gene-AUO97_RS16075	Gene	lpxB	AUO97_RS16075	3360637	3361812
gene-AUO97_RS16080	Gene	AUO97_RS16080	AUO97_RS16080	3361809	3362456
gene-AUO97_RS16085	Gene	AUO97_RS16085	AUO97_RS16085	3362575	3363597
gene-AUO97_RS16090	Gene	AUO97_RS16090	AUO97_RS16090	3363590	3365347
gene-AUO97_RS16095	Gene	AUO97_RS16095	AUO97_RS16095	3365358	3366482
gene-AUO97_RS16100	Gene	AUO97_RS16100	AUO97_RS16100	3366487	3367605
gene-AUO97_RS16105	Gene	AUO97_RS16105	AUO97_RS16105	3367655	3368524
gene-AUO97_RS16110	Gene	AUO97_RS16110	AUO97_RS16110	3368564	3369025
gene-AUO97_RS16115	Gene	AUO97_RS16115	AUO97_RS16115	3369125	3369715
gene-AUO97_RS16120	Gene	AUO97_RS16120	AUO97_RS16120	3369824	3370930
gene-AUO97_RS16125	Gene	AUO97_RS16125	AUO97_RS16125	3371185	3371598
gene-AUO97_RS16130	Gene	AUO97_RS16130	AUO97_RS16130	3371617	3371886
gene-AUO97_RS16135	Gene	AUO97_RS16135	AUO97_RS16135	3372151	3372576
gene-AUO97_RS16140	Gene	AUO97_RS16140	AUO97_RS16140	3372707	3372907
gene-AUO97_RS16145	Gene	AUO97_RS16145	AUO97_RS16145	3373407	3373631
gene-AUO97_RS16150	Gene	AUO97_RS16150	AUO97_RS16150	3373810	3374184
gene-AUO97_RS16155	Gene	AUO97_RS16155	AUO97_RS16155	3374359	3375126
gene-AUO97_RS16160	Gene	AUO97_RS16160	AUO97_RS16160	3375207	3376292
gene-AUO97_RS16165	Gene	AUO97_RS16165	AUO97_RS16165	3376426	3377613
gene-AUO97_RS16170	Gene	AUO97_RS16170	AUO97_RS16170	3377791	3378027
gene-AUO97_RS16175	Gene	AUO97_RS16175	AUO97_RS16175	3378293	3378622
gene-AUO97_RS16180	Gene	recR	AUO97_RS16180	3378632	3379228
gene-AUO97_RS16185	Gene	AUO97_RS16185	AUO97_RS16185	3379534	3380658
gene-AUO97_RS16190	Gene	AUO97_RS16190	AUO97_RS16190	3381161	3381427
gene-AUO97_RS16195	Gene	AUO97_RS16195	AUO97_RS16195	3381558	3381899
gene-AUO97_RS19510	Gene	AUO97_RS19510	AUO97_RS19510	3381970	3382134
gene-AUO97_RS16200	Gene	AUO97_RS16200	AUO97_RS16200	3382577	3382882
gene-AUO97_RS16205	Gene	AUO97_RS16205	AUO97_RS16205	3382875	3383261
gene-AUO97_RS16210	Gene	AUO97_RS16210	AUO97_RS16210	3383291	3384142
gene-AUO97_RS16215	Gene	AUO97_RS16215	AUO97_RS16215	3384158	3385345
gene-AUO97_RS16220	Gene	trpB	AUO97_RS16220	3385382	3386587
gene-AUO97_RS16225	Gene	prmB	AUO97_RS16225	3386824	3387828
gene-AUO97_RS16230	Gene	aroC	AUO97_RS16230	3387841	3388932
gene-AUO97_RS16235	Gene	AUO97_RS16235	AUO97_RS16235	3389029	3390258
gene-AUO97_RS16240	Gene	AUO97_RS16240	AUO97_RS16240	3390579	3391331
gene-AUO97_RS16245	Gene	AUO97_RS16245	AUO97_RS16245	3391378	3392517
gene-AUO97_RS16250	Gene	lipA	AUO97_RS16250	3392675	3393661
gene-AUO97_RS16255	Gene	AUO97_RS16255	AUO97_RS16255	3394026	3394988
gene-AUO97_RS16260	Gene	AUO97_RS16260	AUO97_RS16260	3395002	3396021
gene-AUO97_RS16265	Gene	AUO97_RS16265	AUO97_RS16265	3396023	3397558
gene-AUO97_RS16270	Gene	lpdA	AUO97_RS16270	3397569	3398972
gene-AUO97_RS16275	Gene	AUO97_RS16275	AUO97_RS16275	3398999	3399784
gene-AUO97_RS16280	Gene	AUO97_RS16280	AUO97_RS16280	3399814	3400872
gene-AUO97_RS16285	Gene	AUO97_RS16285	AUO97_RS16285	3400920	3401831
gene-AUO97_RS16290	Gene	AUO97_RS16290	AUO97_RS16290	3401901	3403172
gene-AUO97_RS16295	Gene	AUO97_RS16295	AUO97_RS16295	3403365	3404060
gene-AUO97_RS16300	Gene	AUO97_RS16300	AUO97_RS16300	3404070	3405725
gene-AUO97_RS16305	Gene	AUO97_RS16305	AUO97_RS16305	3405901	3406692
gene-AUO97_RS16310	Gene	AUO97_RS16310	AUO97_RS16310	3406802	3407806
gene-AUO97_RS16315	Gene	AUO97_RS16315	AUO97_RS16315	3407839	3408756
gene-AUO97_RS16320	Gene	AUO97_RS16320	AUO97_RS16320	3408923	3409777
gene-AUO97_RS16325	Gene	AUO97_RS16325	AUO97_RS16325	3409774	3410169
gene-AUO97_RS16330	Gene	AUO97_RS16330	AUO97_RS16330	3410265	3410873
gene-AUO97_RS16335	Gene	chrA	AUO97_RS16335	3410957	3412306
gene-AUO97_RS16340	Gene	AUO97_RS16340	AUO97_RS16340	3412548	3413291
gene-AUO97_RS16345	Gene	AUO97_RS16345	AUO97_RS16345	3413320	3415053
gene-AUO97_RS16350	Gene	AUO97_RS16350	AUO97_RS16350	3415074	3415319
gene-AUO97_RS16355	Gene	AUO97_RS16355	AUO97_RS16355	3415339	3416769
gene-AUO97_RS16360	Gene	AUO97_RS16360	AUO97_RS16360	3416804	3417658
gene-AUO97_RS16365	Gene	AUO97_RS16365	AUO97_RS16365	3417660	3418499
gene-AUO97_RS16370	Gene	AUO97_RS16370	AUO97_RS16370	3418496	3419494
gene-AUO97_RS16375	Gene	AUO97_RS16375	AUO97_RS16375	3419478	3419759
gene-AUO97_RS16380	Gene	AUO97_RS16380	AUO97_RS16380	3419799	3421085
gene-AUO97_RS16385	Gene	AUO97_RS16385	AUO97_RS16385	3421604	3423814
gene-AUO97_RS16390	Gene	AUO97_RS16390	AUO97_RS16390	3423871	3425289
gene-AUO97_RS16395	Gene	AUO97_RS16395	AUO97_RS16395	3425703	3425888
gene-AUO97_RS16400	Gene	AUO97_RS16400	AUO97_RS16400	3425980	3426201
gene-AUO97_RS16405	Gene	AUO97_RS16405	AUO97_RS16405	3426979	3427875
gene-AUO97_RS16410	Gene	AUO97_RS16410	AUO97_RS16410	3428113	3429009
gene-AUO97_RS16415	Gene	AUO97_RS16415	AUO97_RS16415	3429070	3430242
gene-AUO97_RS16420	Gene	AUO97_RS16420	AUO97_RS16420	3430308	3431717
gene-AUO97_RS16425	Gene	AUO97_RS16425	AUO97_RS16425	3431834	3432475
gene-AUO97_RS16430	Gene	AUO97_RS16430	AUO97_RS16430	3432477	3433181
gene-AUO97_RS16435	Gene	AUO97_RS16435	AUO97_RS16435	3433427	3434308
gene-AUO97_RS19685	Gene	AUO97_RS19685	AUO97_RS19685	3434456	3434845
gene-AUO97_RS16445	Gene	AUO97_RS16445	AUO97_RS16445	3435043	3435870
gene-AUO97_RS16455	Gene	AUO97_RS16455	AUO97_RS16455	3436583	3437197
gene-AUO97_RS16460	Gene	AUO97_RS16460	AUO97_RS16460	3437299	3437715
gene-AUO97_RS16465	Gene	AUO97_RS16465	AUO97_RS16465	3438182	3439603
gene-AUO97_RS16470	Gene	AUO97_RS16470	AUO97_RS16470	3439637	3440422
gene-AUO97_RS16475	Gene	AUO97_RS16475	AUO97_RS16475	3440753	3441739
gene-AUO97_RS16480	Gene	AUO97_RS16480	AUO97_RS16480	3441807	3443150
gene-AUO97_RS16485	Gene	AUO97_RS16485	AUO97_RS16485	3443480	3444730
gene-AUO97_RS16490	Gene	AUO97_RS16490	AUO97_RS16490	3444743	3445528
gene-AUO97_RS16495	Gene	AUO97_RS16495	AUO97_RS16495	3445572	3446810
gene-AUO97_RS16500	Gene	AUO97_RS16500	AUO97_RS16500	3446839	3447369
gene-AUO97_RS16505	Gene	AUO97_RS16505	AUO97_RS16505	3447423	3448370
gene-AUO97_RS16510	Gene	AUO97_RS16510	AUO97_RS16510	3448427	3449485
